sentence1,sentence2,similarity_score,split
La police : Explosion dans le quartier de la cathédrale de Belfast,Explosion à Kaboul : un attentat suicide dans la zone diplomatique,2.0,train
"Les Syriens protestent contre Erdogan à Paris, les Vénézuéliens soulignent leur soutien à la Syrie",La Turquie d'Erdogan en Iran pour rétablir les liens après sa division sur la Syrie,1.399999976158142,train
Le Premier ministre cherche à conclure un accord nucléaire et à obtenir des investissements lors de sa visite au Japon,Manmohan espère conclure un accord nucléaire avec le Japon,3.0,train
Les Etats-Unis reportent un essai de missile en raison des tensions en Corée du Nord,Les ambassades restent en Corée du Nord malgré la tension,1.2000000476837158,train
Obama va rencontrer en privé la famille de Nelson Mandela,Obama va rencontrer la famille Mandela,4.599999904632568,train
Au moins six morts dans la fusillade américaine,Au moins 20 morts dans les attaques en Somalie,0.4000000059604645,train
Des hommes armés tuent 10 personnes lors de violences politiques aux Philippines,Cinq personnes tuées dans l'éruption du volcan philippin,0.6000000238418579,train
Israël descend un drone du Liban,Israël abat un drone du Liban,5.0,train
Israël approuve la libération d'un premier groupe de prisonniers palestiniens avant les pourparlers de paix,L'opposition syrienne confirme sa participation aux pourparlers de paix,1.0,train
Des affrontements meurtriers alors que l'Égypte célèbre son anniversaire,De violents affrontements marquent l'anniversaire du soulèvement égyptien,4.599999904632568,train
OTAN : 5 Américains tués dans le sud de l'Afghanistan,Une bombe de bord de route tue 3 policiers dans le sud de l'Afghanistan,1.600000023841858,train
Des hommes habillés en femmes volent de l'argent,CCTV : Les escrocs d'York s'habillent en femmes pour tromper les retraités,3.799999952316284,train
"Ariel Castro, kidnappeur de Cleveland, retrouvé pendu dans une cellule de prison","Ariel Castro, kidnappeur de Cleveland, retrouvé pendu dans sa cellule",5.0,train
Google dévoile un prototype de voiture à conduite autonome,Google dévoile un concept de voiture à conduite autonome,5.0,train
L'incendie d'une usine de vêtements au Bangladesh en tue 8,L'effondrement d'une usine de vêtements au Bangladesh fait 149 victimes,2.0,train
Les Etats-Unis cherchent à rassurer leurs alliés du Golfe sur l'accord avec l'Iran,Hagel cherche à rassurer ses alliés du Golfe après l'accord avec l'Iran,4.0,train
"L'Ukraine accueille les ""Äėunity talks ""Äô","Le pape se rend sur le site ""Äėwar pour vendre des armes"" en Syrie",0.0,train
L'assassinat de Musharraf au Bhoutan,Le Pakistanais Musharraf arrive au tribunal pour la première fois,2.4000000953674316,train
La date du procès du chef des Frères musulmans d'Egypte est fixée,Les Frères musulmans de Syrie face à une bataille difficile,2.200000047683716,train
Les panda'Äô rouges s'échappent du zoo,La marche de l'Inde vers Mars,0.0,train
Les médecins israéliens pourraient être jugés à l'étranger pour avoir gavé des prisonniers palestiniens,"Le contrôle de la Cisjordanie par Israël ""coûte des milliards à l'économie palestinienne"".",0.20000000298023224,train
Les magasins de poterie de Washington se préparent à des ventes historiques,Les magasins de poterie de Washington se préparent à des ventes historiques,5.0,train
Grève des travailleurs de l'aéroport de Rio à la veille de la Coupe du monde de la FIFA,Grève des travailleurs de l'aéroport de Rio de Janeiro à la veille de la Coupe du monde,5.0,train
Le fils du chef des Frères musulmans tué,"L'Egypte arrête le dirigeant des Frères musulmans, Badie",1.399999976158142,train
L'Iran et six puissances mondiales signent un accord nucléaire historique,L'Iran et six puissances mondiales concluent un accord nucléaire,5.0,train
Une montgolfière prend feu en Virginie,"La montgolfière ""prend feu et s'écrase"".",2.799999952316284,train
Citations des dirigeants et de la famille au mémorial de Mandela,Le monde s'unit pour le mémorial de Mandela,2.4000000953674316,train
Les Indiens de Mumbai remettent T&T à sa place,Les Indonésiens votent pour le président dans une course serrée,0.0,train
Les actions de KL restent plus élevées en milieu d'après-midi,Les actions de KL poursuivent leur tendance à la hausse en milieu d'après-midi,4.400000095367432,train
"Ce que disent les journaux, 20 novembre 2013","Ce que disent les journaux, 10 octobre 2013",2.799999952316284,train
Amazon lance un nouveau dispositif pour la diffusion de vidéos en continu,Amazon dévoile la nouvelle boîte de vidéo en streaming Fire TV,4.199999809265137,train
Le président palestinien reçoit le ministre jordanien des affaires étrangères,Un Palestinien arrêté pour avoir harcelé sexuellement des jeunes filles,0.0,train
Obama nomme un nouveau secrétaire aux transports,Obama va rencontrer le secrétaire aux anciens combattants,0.20000000298023224,train
"Le yuan chinois s'affaiblit à 6,1059 contre le dollar","Le yuan chinois se renforce à 6,1070 contre le dollar vendredi",1.600000023841858,train
Une cave à vin française pour une vente aux enchères d'austérité,Les États-Unis saluent l'accord avec l'Ukraine et appellent à des actions concrètes,0.20000000298023224,train
Les Etats-Unis et la Russie s'accordent sur la saisie des armes chimiques de la Syrie,Les rebelles syriens sont sceptiques quant à un accord sur les armes chimiques,1.399999976158142,train
Les députés coréens vont visiter le complexe de Kaesong,S. La Corée exige des pourparlers avec la Corée du Nord sur la fermeture de l'usine,1.399999976158142,train
Un prêtre algérien donne une conférence sur l'héritage chrétien en Afrique du Nord,Telstra demande l'inscription du site de la Chine à New York,0.0,train
Les titres des principaux journaux iraniens le 5 avril,Les titres des principaux journaux iraniens le 18 août,3.0,train
Implications de la réconciliation palestinienne,Le roi de Belgique s'adresse à la nation dans un contexte de spéculation sur l'abdication,0.6000000238418579,train
Un pirate de l'air arrêté après l'atterrissage d'un avion à l'aéroport de Genève,Un avion détourné atterrit à Genève,3.0,train
Le PCB nomme Waqar Younis comme entraîneur principal,Waqar Younis de retour en tant qu'entraîneur du Pakistan,5.0,train
Les États-Unis plaident en faveur d'une action contre la Syrie,L'Arabie Saoudite demande à l'ONU d'agir contre les attaques d'Israël contre la Syrie,2.4000000953674316,train
Les manifestants d'Ankara s'affrontent avec la police,Les manifestants péruviens s'affrontent à la police,1.7999999523162842,train
"49 morts, 148 blessés lors de violentes attaques en Irak","15 morts, 90 blessés dans de nouvelles attaques en Irak",2.200000047683716,train
Un Portoricain arrêté pour production de pornographie enfantine,Un gourou indien arrêté sur présomption de viol,0.4000000059604645,train
L'Ukraine signe un pacte commercial avec l'UE alors que la Russie finalise l'annexion de la Crimée,"La Cour suprême d'Ukraine rejette l'indépendance de la Crimée comme étant ""inconstitutionnelle"".",2.0,train
"Assad avertit la Turquie du ""prix fort"" à payer pour soutenir les rebelles syriens",Le cabinet en guerre pour l'armement des rebelles syriens,1.0,train
Les stocks indiens clôturent en baisse,"Les actions de Hong Kong clôturent en hausse de 2,33%.",1.7999999523162842,train
"19 morts, 42 blessés lors de violentes attaques en Irak","43 tués, 86 blessés dans les attaques en Irak",2.799999952316284,train
Les accusés de viols indiens risquent un verdict,Un Indien accusé de viol est reconnu coupable,3.799999952316284,train
L'accord nucléaire iranien a été conclu lors de négociations,L'accord nucléaire iranien est scellé après des décennies de conflit,3.5999999046325684,train
Le porte-parole militaire égyptien dénonce l'incitation contre l'armée,L'annonce du ministère du travail est prévue pour lundi,0.0,train
Snowden ne voit aucune chance pour un procès équitable aux États-Unis,"Snowden ne voit ""aucune chance"" d'obtenir un procès équitable aux États-Unis.",5.0,train
Les titres des principaux journaux iraniens le 30 décembre,Les titres des principaux journaux iraniens le 6 juillet,2.200000047683716,train
Des dizaines de blessés dans une collision de train dans le Connecticut,Un ministre indien tué dans une collision frontale,0.20000000298023224,train
La reine rend visite au nouveau prince de Grande-Bretagne,La reine rencontre le nouveau petit prince britannique,5.0,train
Ukraine : Trois personnes tuées lors de manifestations au Parlement,Le président ukrainien appelle à des pourparlers pour mettre fin aux protestations,1.0,train
Accusation portée contre un exploitant de manège dans un accident de foire en Caroline du Nord,L'opérateur N.C. State Fair ride arrêté après un accident,4.400000095367432,train
La transcription révèle une confusion sur l'évacuation du ferry sud-coréen,La transcription révèle la confusion entourant l'évacuation du ferry,3.5999999046325684,train
Les pompiers américains morts en service sont ramenés chez eux,Wall Street se termine un peu plus bas,0.20000000298023224,train
Le régime syrien accepte de participer à la conférence de paix,La Russie : La Syrie accepte de participer à la conférence,4.800000190734863,train
Le vote britannique rejette l'action militaire,La Grande-Bretagne rejette l'action militaire de la Syrie,3.4000000953674316,train
La Nouvelle-Zélande s'apprête à légaliser le mariage homosexuel,La Nouvelle-Zélande vote pour la légalisation du mariage homosexuel,4.400000095367432,train
"Les stocks de Singapour finissent par atteindre 0,37 pct","Les actions de Singapour clôturent en hausse de 0,41 pct",3.0,train
Le président vénézuélien en visite en Chine,Le président sénégalais en visite en Chine,1.7999999523162842,train
Les manifestants du Caire défient la menace de la répression,"Dans les camps du Caire, les manifestants s'entassent et continuent de vivre",3.5999999046325684,train
La recherche d'un avion disparu se tourne vers les îles vietnamiennes,Un avion de Malaysia Airlines disparu s'écrase au large du Vietnam,3.0,train
Un responsable de Malaysia Airlines informe les familles des passagers disparus des progrès des recherches,Malaysia Airlines enquête sur la disparition d'un copilote,1.0,train
Les stars rendent hommage à Cory Monteith,Les stars rendent hommage à James Garner,2.200000047683716,train
Un employé de l'aéroport de Los Angeles accusé d'avoir proféré des menaces sur le 11 septembre,Un employé de l'aéroport de Los Angeles accusé de menaces du 11 septembre,5.0,train
Les incontournables de la Note pour le vendredi 24 mai 2013,Les incontournables de la Note pour le vendredi 23 août 2013,2.200000047683716,train
Le coup du chapeau de Cristiano Ronaldo permet au Portugal de se qualifier pour la Coupe du monde 2014,Le coup du chapeau de Ronaldo envoie le Portugal à la Coupe du monde,4.800000190734863,train
"Le prince Philippe se prépare à une opération chirurgicale ""exploratoire",Le prince Philip du Royaume-Uni hospitalisé,3.0,train
"Le Japon commence à entendre parler de la taxe sur les ventes, l'ex-député de la banque demande une augmentation progressive",Le Japon commence les auditions sur la proposition d'augmentation des impôts,3.5999999046325684,train
"Trois attentats à la bombe tuent six soldats, un civil",Un attentat à la bombe dans une école tue deux personnes dans le sud de la Thaïlande,1.0,train
Des pèlerins italiens meurent dans un bus,Des passagers morts en Italie : le bus plonge,3.799999952316284,train
Un nouveau séisme de grande ampleur frappe la région de Pak,Un nouveau tremblement de terre puissant frappe la région du Pakistan,5.0,train
L'opposition syrienne offre une trêve à Assad à Homs pour la durée du Ramadan,L'opposition syrienne offre aux forces d'Assad une trêve pour la durée du Ramadan,4.599999904632568,train
Au moins 20 morts dans les attaques en Somalie,Au moins 60 personnes meurent dans une attaque de prison en Irak,2.200000047683716,train
Les attaquants du centre commercial Westgate ont passé quatre mois à planifier à Nairobi,"Les attaquants du Westgate ont passé quatre mois à planifier à Nairobi, selon des",4.599999904632568,train
Le Conseil de sécurité de l'ONU appelle à un cessez-le-feu humanitaire à Gaza,Le Conseil de sécurité de l'ONU appelle à un cessez-le-feu inconditionnel à Gaza,4.800000190734863,train
"Un tremblement de terre de magnitude 6,3 frappe Honshu, au Japon : CENC","Un tremblement de terre d'une magnitude de 6,7 secoue Taïwan : CENC",2.0,train
Les actions chinoises clôturent en hausse mardi,Les actions chinoises clôturent en baisse mercredi,2.200000047683716,train
Des voitures piégées tuent 58 personnes dans la capitale irakienne,Les attentats à la voiture piégée tuent 13 civils dans la capitale irakienne,2.4000000953674316,train
Les manifestants ukrainiens retournent dans les rues pour un rassemblement antigouvernemental,Des manifestants ukrainiens renversent la statue de Lénine à Kiev,2.5999999046325684,train
"L'explosion d'un train de marchandises canadien fait trois morts, un chiffre en hausse","Le gouvernement canadien ""surveille"" l'explosion d'un train",2.200000047683716,train
Nigel Farage demande au gouvernement de laisser entrer les réfugiés syriens au Royaume-Uni,Pas de projet de réinstallation de réfugiés syriens au Royaume-Uni,2.4000000953674316,train
Le président israélien Peres appelle à la reprise des pourparlers de paix,Gonsalves maintient la pression sur la Dom Rep,0.20000000298023224,train
"Le yuan chinois se renforce à 6,1184 contre le dollar mardi","Le yuan chinois s'affaiblit à 6,1510 contre le dollar",1.7999999523162842,train
Radio : Israël s'apprête à augmenter la libération de prisonniers palestiniens,Etats-Unis : Israël va retarder la libération d'un prisonnier palestinien,1.600000023841858,train
Les partisans de Morsi rejettent le plan,Marche des partisans de Morsi en Egypte,2.4000000953674316,train
Un tribunal égyptien condamne à mort 10 partisans des Frères - sources,Le PM turc dit à ses partisans de se préparer pour les rassemblements,0.20000000298023224,train
Obama condamne le meurtre de trois adolescents israéliens,Les corps d'adolescents israéliens disparus sont retrouvés en Cisjordanie,1.399999976158142,train
"Des hommes ont tenté de décapiter un soldat dans une rue de Londres, selon un tribunal",L'Australie a espionné le président indonésien : rapports,0.0,train
Les manifestants ukrainiens reconstruisent les barricades,"Poutine parle de l'Ukraine, les manifestants reconstruisent les barricades",3.4000000953674316,train
Mel Smith mort à 60 ans et le Royaume-Uni pleure un favori de la comédie,"Griff Rhys Jones : Mel Smith était ""une force pour la vie"".",2.4000000953674316,train
"Trois morts, 63 blessés dans l'effondrement des bâtiments de New York","Deux morts, neuf blessés dans l'effondrement d'un immeuble français",1.600000023841858,train
Les actions chinoises clôturent en hausse mardi,Les actions chinoises clôturent en baisse jeudi,1.600000023841858,train
L'encre de l'Inde : l'image du jour : 2 juillet,L'encre de l'Inde : l'image du jour : 4 mars,3.0,train
"Les musulmans asiatiques célèbrent l'Aïd en Afghanistan, où 14 personnes ont été tuées",Les musulmans asiatiques célèbrent l'Aïd alors que 52 personnes meurent au Pakistan et en Afghanistan,3.5999999046325684,train
Les mines de charbon russes cherchent de nouveaux débouchés en Chine,Le ministre russe des affaires étrangères rencontre le chef de l'ONU,0.4000000059604645,train
Les manifestants ukrainiens pro-russes demandent une plus grande autonomie,Les manifestants soudanais réclament l'éviction du régime,1.399999976158142,train
L'armée irakienne se bat pour reprendre Tikrit,L'armée irakienne revendique la victoire à Tikrit,3.200000047683716,train
L'Iran condamne l'attaque aérienne israélienne présumée sur la Syrie,Les démocrates sont divisés à cause d'une grève en Syrie,1.2000000476837158,train
Israël accepte de prolonger de quatre heures la trêve à Gaza,"Israël, le Hamas aurait accepté une trêve de 12 heures",2.5999999046325684,train
L'incendie d'un terminal de bus sud-coréen fait 5 morts,S L'incendie d'une gare routière en Corée du Sud fait sept victimes,3.200000047683716,train
Quatre civils et trois soldats de l'OTAN tués en Afghanistan,Trois soldats de l'OTAN tués en Afghanistan,3.4000000953674316,train
Les manifestants envahissent les rues pour revendiquer la révolution,L'Égypte : Les protestataires prennent d'assaut le siège des Frères musulmans,1.600000023841858,train
"Les actions de Tokyo ouvrent en baisse de 0,24%.","Les actions de Tokyo s'ouvrent à 0,52%.",2.799999952316284,train
L'Australie renvoie des demandeurs d'asile au Sri Lanka par transfert maritime,L'Australie : L'Australie renvoie les demandeurs d'asile au Sri Lanka,4.599999904632568,train
Souvenirs des victimes de l'explosion de Shankill,Le corps de la victime du crocodile a été retrouvé,0.20000000298023224,train
118 personnes tuées dans des explosions jumelles au Nigeria,Dix personnes tuées dans une nouvelle explosion en Russie,1.399999976158142,train
"Cory Monteith, la star de Glee, retrouvé mort dans une chambre d'hôtel au Canada","Cory Monteith, la star de Glee, retrouvé mort",4.400000095367432,train
Le bilan de Yolanda s'élève à 3 621 morts,La Croix-Rouge kenyane annonce un bilan de 68 morts,0.4000000059604645,train
"Les actions de Tokyo clôturent à 0,13 pc","Les actions de Tokyo ferment 0,75 pc en baisse",1.7999999523162842,train
L'Iran se dit prêt pour un nouveau cycle de négociations nucléaires,L'Iran Khamenei renouvelle son soutien aux pourparlers sur le nucléaire,3.5999999046325684,train
Les affrontements se poursuivent entre la police et les manifestants en Turquie,"La police turque combat les manifestants, place nette",4.400000095367432,train
Les personnes dont la carte médicale a été refusée sont invitées à contacter le HSE,Le patron du HSE défend le plan de la carte médicale,1.2000000476837158,train
Le plus grand bâtiment du monde ouvert à l'ouest de la Chine,Les échardes de centre-gauche italiennes lors du vote présidentiel,0.0,train
Un Israélien légèrement blessé par des pierres en Cisjordanie,Les troupes israéliennes tuent des Palestiniens lors d'un raid en Cisjordanie,1.2000000476837158,train
Le bilan des manifestations de protestation en Égypte s'élève à 49 morts,Le bilan des violences en Égypte s'élève à 638 morts,3.200000047683716,train
L'opposition syrienne accepte des pourparlers de paix historiques,L'opposition syrienne pressée d'assister aux pourparlers,3.0,train
Les statistiques sur la pauvreté mettent en doute les revendications de Modi en matière de développement,GM va commencer à recevoir les demandes d'indemnisation pour rappel le 1er août,0.0,train
Les rebelles pro-russes vont organiser un vote en Ukraine,La Syrie se rebelle : Nous avons tué des hommes du Hezbollah au Liban,0.0,train
Les Géorgiens votent pour le nouveau président,L'allié du Premier ministre milliardaire de Géorgie sera président - sondage de sortie,2.5999999046325684,train
Les fonctionnaires confirment que le MERS est une maladie respiratoire détectée aux États-Unis,"Premier cas de MERS, une maladie respiratoire semblable au SRAS, signalé en Amérique du Nord",4.199999809265137,train
L'UE déclare que la branche militaire du Hezbollah est un groupe terroriste,L'UE place l'aile militaire du Hezbollah sur la liste des organisations terroristes,4.800000190734863,train
L'Allemagne se félicite de l'accord nucléaire avec l'Iran,La Syrie salue l'accord nucléaire iranien,1.7999999523162842,train
"Ce que disent les journaux, 25 juin 2013","Ce que disent les journaux, 19 août 2013",2.200000047683716,train
Des hommes armés tuent neuf étrangers au Pakistan,Des hommes armés tuent neuf touristes au Pakistan,4.800000190734863,train
Deux commerçants indiens bloqués en Chine renvoyés chez eux,46 infirmières indiennes bloquées en Irak rentrent chez elles,1.7999999523162842,train
Le gouverneur de Californie déclare la sécheresse comme une urgence,Le gouverneur de Californie déclare la sécheresse comme une urgence alors que les feux de forêt continuent de brûler,3.5999999046325684,train
Les pourparlers de paix avec les Palestiniens prendraient des mois : Un fonctionnaire israélien,Une jeune fille palestinienne de 3 ans tuée lors d'un raid israélien,0.4000000059604645,train
17:02 23 tués dans des attentats à la voiture piégée en Irak,11 enfants tués dans les bombardements en Syrie,0.6000000238418579,train
"Deux morts, encore plus piégés dans le dernier effondrement d'un bâtiment à Mumbai",Deux sont pris au piège de l'effondrement d'un bâtiment américain,1.2000000476837158,train
Les frappes aériennes tuent des dizaines de personnes dans le nord de la Syrie,"L'Ukraine ne cédera pas ""un pouce"" sur la Crimée",0.0,train
Un touriste chinois enlevé en Malaisie,La Chine restitue 10 enfants enlevés au Vietnam,1.399999976158142,train
Les inspecteurs de l'ONU saluent les progrès réalisés par la Syrie en matière d'armes chimiques,Les États-Unis n'ont pas conclu que la Syrie a utilisé des armes chimiques -White House,2.200000047683716,train
Deux arrestations suite à une manifestation contre Nigel Farage,Kerry promet des progrès après son dernier voyage intensif au Moyen-Orient,0.0,train
Des hommes armés tuent 15 soldats libyens,Des hommes armés tuent 3 soldats libanais près de la Syrie,2.4000000953674316,train
Les photos montrent l'opération Costa Concordia terminée,Timelapse de l'opération Costa Concordia,4.400000095367432,train
Les pourparlers sur le nucléaire iranien entrent dans leur troisième jour,Les négociations nucléaires iraniennes entrent dans leur troisième jour crucial,5.0,train
Les manifestants se rassemblent au Brésil malgré les concessions,Les protestations balayent le Brésil malgré la concession,5.0,train
Le Premier ministre australien Kevin Rudd convoque des élections pour le 7 septembre,Le Premier ministre australien Rudd appelle à un sondage le 7 septembre,4.599999904632568,train
Les discussions sur le nucléaire iranien devraient reprendre cette semaine,ROYAUME-UNI : Les discussions sur le nucléaire iranien à un stade sérieux,3.0,train
La tension à Bangkok à la veille des élections thaïlandaises,Le Bangladesh : La répression s'intensifie avant les élections,2.200000047683716,train
"Chine : ""Äėwill protège les intérêts des entreprises étrangères",Obama dans l'affrontement entre Äėdirect et Poutine sur l'Ukraine,0.0,train
D.C. vote pour la dépénalisation de la marijuana,Les députés européens décriminalisent la marijuana,5.0,train
Beaucoup de morts lors du naufrage d'un bateau d'asile au large de l'Australie,Mandela passe son troisième jour à l'hôpital,0.0,train
Le Nord-Coréen Kim salue l'exécution d'un oncle puissant,Intrigue nord-coréenne : L'exécution du pouvoir,2.5999999046325684,train
Margaret Thatcher meurt après une attaque cérébrale,Margaret Thatcher meurt à 87 ans,4.199999809265137,train
Le président chinois arrive aux Pays-Bas pour une visite d'Etat et un sommet nucléaire,Le président chinois arrive au Venezuela pour une visite d'État,2.4000000953674316,train
Israël sanctionne les Palestiniens en portant un nouveau coup aux négociations de paix,Israël va libérer des prisonniers palestiniens dans le cadre d'un accord visant à relancer les pourparlers de paix,2.4000000953674316,train
Un cameraman de UK Sky News tué en Égypte,Un cameraman de Sky News tué en Egypte,4.800000190734863,train
Hausse des stocks au début de la négociation,Les stocks sont en hausse au début de la période de négociation,4.400000095367432,train
Un expert audio du FBI témoigne dans le procès Zimmerman,La sélection du jury commence dans le procès de Zimmerman,1.399999976158142,train
Les négociations nucléaires iraniennes seront prolongées jusqu'en novembre,Les discussions sur le nucléaire iranien prolongées jusqu'au 24 novembre,4.400000095367432,train
Le suspect de l'attentat à la bombe de Boston doit comparaître devant un tribunal,Le suspect de l'attentat à la bombe de Boston enterré,1.2000000476837158,train
L'effondrement d'un immeuble en Inde fait 42 morts,L'effondrement d'un bâtiment en Inde fait 25 victimes,3.200000047683716,train
Obama annonce la création de deux centres de fabrication,Les stocks américains reculent sur les données manufacturières,0.4000000059604645,train
Cinq personnes accusées d'infractions de terrorisme,Cinq personnes accusées d'infractions liées à la terreur,4.800000190734863,train
Le président Obama révèle son intention de retirer les troupes d'Afghanistan d'ici 2016,Fermeture du gouvernement américain : Obama dit aux républicains de lever la menace qui pèse sur l'économie américaine s'ils veulent discuter,0.800000011920929,train
Les États-Unis et l'OTAN doutent que la Russie se soit retirée de la frontière ukrainienne,"Aucun signe de retrait russe de la frontière ukrainienne, selon un fonctionnaire",2.5999999046325684,train
FTSE Bursa Malaysia : mise à jour à 11h30,FTSE Bursa Malaysia : mise à jour à 15h00,3.4000000953674316,train
Fin des recherches sur l'accident d'hélicoptère de Glasgow,Accident d'hélicoptère à Glasgow : Une femme PC est victime,2.799999952316284,train
Citations dans les médias,Citations du jour,3.200000047683716,train
Philip quitte l'hôpital après 11 jours,Mandela quitte l'hôpital après 10 jours,1.7999999523162842,train
"Fragment d'os ""pourrait être le roi Alfred"".",Les restes à Winchester pourraient être le roi Alfred le Grand,4.599999904632568,train
Israël libère un deuxième groupe de prisonniers palestiniens,Israël libère 26 prisonniers palestiniens,3.799999952316284,train
Deux parachutistes morts après une collision lors d'un saut américain,Deux parachutistes morts après une collision lors d'un saut en Arizona,3.799999952316284,train
"Les jetpacks ""Iron Man"" suscitent des inquiétudes à Hawaii","Les Jetpacks de ""Iron Man"" suscitent des inquiétudes",3.799999952316284,train
Israël libère des prisonniers palestiniens,Israël libère 26 prisonniers palestiniens,4.599999904632568,train
"La France ne veut pas ""fuir ses responsabilités"" en Syrie",La France demande à l'UE d'être unie sur la question de la Syrie,2.5999999046325684,train
"Le suspect de l'attentat de Boston identifié sur une vidéo de surveillance, pas d'arrestation","Le suspect de l'attentat de Boston était sous la surveillance du FBI, selon la mère",3.4000000953674316,train
La colère de la Chine contre la Corée du Nord l'emporte sur l'inquiétude des États-Unis,La colère de la Chine contre la Corée du Nord l'emporte sur l'inquiétude suscitée par les vols furtifs des États-Unis,3.200000047683716,train
Le yuan chinois atteint un nouveau sommet par rapport au dollar,"Le yuan chinois s'affaiblit à 6,1705 contre le dollar",2.200000047683716,train
Un homme détenu après une fusillade d'adolescent à Belfast,"Homme, 40 ans, arrêté après avoir tiré",3.200000047683716,train
La police arrête l'élection présidentielle aux Maldives,Keita remporte l'élection présidentielle au Mali,1.2000000476837158,train
L'armée indienne tue 3 militants dans le Cachemire sous contrôle indien,Les troupes indiennes tuent un commandant militant dans le Cachemire sous contrôle indien,3.5999999046325684,train
Une voiture piégée tue 20 personnes dans le nord-ouest de la Syrie,Une voiture piégée tue 40 personnes dans le nord-ouest du Pakistan,1.2000000476837158,train
L'Iran augmente ses échanges de pétrole avec ses voisins de l'Est,L'Iran demande la libération rapide d'un diplomate,0.4000000059604645,train
Le président turc appelle au calme,La maison du Texas approuve provisoirement la loi sur l'avortement,0.0,train
La Corée du Nord teste 30 missiles dans la mer,La Corée du Nord tire 100 obus dans la mer,2.799999952316284,train
Un homme meurt dans l'incendie d'une maison à Co Donegal,Une femme meurt dans l'incendie d'une maison à Co Cork,2.200000047683716,train
L'explosion de gaz de Doha fait 12 morts et des dizaines de blessés,"Un missile syrien tue 26 personnes, dont 8 enfants",0.6000000238418579,train
Ouverture des bureaux de vote lors de l'élection présidentielle ukrainienne,Les nominations sont ouvertes pour les prix e.TV Ghana Most Influential,0.20000000298023224,train
L'encre de l'Inde : l'image du jour : 21 avril,L'encre de l'Inde : l'image du jour : Le 2 mai,2.5999999046325684,train
Deux journalistes français tués au Mali,La France confirme que deux journalistes français ont été tués au Mali,5.0,train
Des hommes armés tuent neuf touristes au Pakistan,Des hommes armés attaquent un hôtel dans une province pakistanaise isolée,3.200000047683716,train
Israël et le Hamas vont observer une brève trêve à Gaza,"Israël et le Hamas ""acceptent une trêve temporaire"".",4.599999904632568,train
"Le Xinjiang chinois, en proie à des troubles, est frappé par de nouvelles violences",La population en ligne de la Chine s'élève à 618 millions de personnes,0.4000000059604645,train
Des parents se battent avec la police après l'incendie en Chine qui a fait 120 morts,Des familles en colère demandent des réponses après l'incendie d'une usine en Chine qui a fait 119 morts,3.799999952316284,train
L'Iran rejette les revendications sur les bombes au chlore,L'Iran rejette la demande de MKO sur un site nucléaire,2.4000000953674316,train
"La femme du ministre indien est morte d'une ""mort non naturelle"" après des rumeurs de liaison","La mort de la femme du ministre est ""non naturelle"".",3.799999952316284,train
"3 morts, 1 blessé lors d'une fusillade au motel S Carolina oceanfront","4 morts, 30 blessés dans une collision de train près de Moscou",0.20000000298023224,train
L'enterrement du suspect de l'attentat à la bombe de Boston semble légal,Prêt à rentrer à la maison La dernière victime de l'attentat à la bombe de Boston quitte l'hôpital,1.0,train
5 morts dans l'effondrement d'une route en Chine du Sud,02:41 156 morts dans le tremblement de terre en Chine,1.2000000476837158,train
Président de l'Afrique du Sud : Mandela s'améliore,Le président afghan retarde la signature de l'accord américain,0.0,train
"World News Update, ce que vous devez savoir",Le taux d'imposition du travail à 50 pence : ce que vous devez savoir,0.6000000238418579,train
La guerre civile syrienne en photos,La guerre civile syrienne met en péril les pourparlers de paix suite à l'invitation de l'Iran,1.2000000476837158,train
Abdullah Widens en tête du sondage présidentiel afghan,Des explosions ont été entendues près du palais présidentiel afghan,1.0,train
Imran blâme son rival pour le meurtre d'un collègue,"Imran, un Pakistan, accuse son rival d'avoir tué un membre du parti",4.199999809265137,train
Le Bangladesh rend hommage aux victimes des usines,Les détaillants soutiennent le pacte de sécurité des usines du Bangladesh,2.799999952316284,train
L'homme qui s'est immolé par le feu sur le National Mall est mort,Un homme s'enflamme sur le National Mall et se rend à l'hôpital,3.0,train
Le Japon défend la chasse au dauphin après les critiques des États-Unis,Le Japon défend la chasse au dauphin après les critiques des États-Unis,5.0,train
L'explosion d'une bombe dans un centre commercial au Nigeria fait 12 morts,Des attentats à la bombe avant un rassemblement de l'opposition indienne tuent 4 personnes,1.399999976158142,train
Le typhon des Philippines a fait 4 460 morts : ONU,Le bilan des victimes du typhon aux Philippines dépasse les 5 000 morts,3.4000000953674316,train
La police tire des gaz lacrymogènes sur les manifestants vénézuéliens,"Maduro, héritier de Chavez, remporte la présidence du Venezuela",0.6000000238418579,train
Une vague d'attentats tue au moins 95 personnes en Irak,Un attentat suicide tue au moins 12 personnes dans le nord de l'Irak,1.7999999523162842,train
Un conseiller politique chinois de haut niveau rencontre le Premier ministre grec,Un conseiller politique chinois de premier plan rencontre le président du Yémen,3.4000000953674316,train
Un diplomate palestinien blessé dans une explosion à Prague,L'ambassadeur palestinien blessé dans l'explosion d'un appartement,4.0,train
Le dirigeant ukrainien promet des pourparlers de crise,Le dirigeant ukrainien promet des pourparlers de crise,5.0,train
7 morts dans les attentats en Irak,16 personnes tuées dans une série d'attentats en Irak,3.0,train
La présence militaire américaine en Asie de l'Est,L'OTAN renforce sa présence militaire face à la menace russe,1.2000000476837158,train
